uid,text_info
102032,1989 Steffi Graf (Frg) d. Jana Novotna (Tch) 6-1 7-6(6)
102033,1990 Steffi Graf (Ger) d. Gabriela Sabatini (Arg) 6-3 6-2
102034,1991 Steffi Graf (Ger) d. Nathalie Tauziat (Fra) 6-4 6-4
102035,1992 Steffi Graf (Ger) d. Martina Navratilova (US) 2-6 7-5 7-5
102036,1993 Manuela Maleeva Fragnière d. Martina Navratilova (US) 6-3 7-6
102037,1994 Magdalena Maleeva (Bul) d. Natasha Zvereva (Blr) 7-5 3-6 6-4
102038,1995 Iva Majoli (Cro) d. Mary Pierce (Fra) 6-4 6-4
102039,1996 Jana Novotna (Cze) d. Martina Hingis 6-2 6-2
102040,1997 Lindsay Davenport (US) d. Nathalie Tauziat (Fra) 7-6 7-5
102041,1998 Lindsay Davenport (US) d. Venus Williams (US) 6-3 6-4
102042,1999 Venus Williams (US) d. Martina Hingis 6-3 6-4
102043,2000 Martina Hingis d. Lindsay Davenport (US) 6-4 4-6 7-5
102044,2001 Lindsay Davenport (US) d. Jelena Dokic (Aus) 6-3 6-1
102045,2002 Patti Schnyder d. Lindsay Davenport (US) 6-7 7-6 6-3
102046,2003 Justine Henin Hardenne (Bel) d. Jelena Dokic (Srb) 6-0 6-4
102047,2004 Alicia Molik (Aus) d. Maria Sharapova (Rus) 4-6 6-2 6-3
102048,2005 Lindsay Davenport (US) d. Patty Schnyder 7-6 6-3
102049,2006 Maria Sharapova (Rus) d. Daniela Hantuchova (Svk) 6-1 4-6 6-3
102050,2007 Justine Henin (Bel) d. Tatiana Golivin (Fra) 6-4 6-4
102051,2008 Venus Williams (US) d. Flavia Pennetta (Ita) 7-6 6-2
102052,1921 Nelly Bamberger Neppach d. Maragarete Janotta (Tch) 6-2 6-2
102053,1923 Nelly Bamberger Neppach d. Frau Schnoefel 6-0 6-1
102054,1924 Nelly Bamberger Neppach d. Hete Kaeber 11-9 6-3
102055,1930 Paula Heimann von Reznicek d. Nelly Bamberger Neppach 6-4 6-1
102056,1931 Nelly Bamberger Neppach d. Else Koehne 5-7 6-3 6-2
102057,1932 Nelly Bamberger Neppach d. Irmgard Rost 6-4 6-1
102058,1934 Totta Zehden d. Frl Hein 7-5 6-4
102059,1935 Erna Reimann d. Gisela Enger 6-4 6-3
102060,1936 Irmgard Rost d. Eva Wedekind 3-6 6-1 6-2
102061,1937 Gisela Enger d. Margot Haepp Blumenfeld 6-3 8-6
102062,1938 Margot Haepp Blumenfeld d. Erna Reimann 6-2 6-0
102063,1939 Irmgard Rost d. Dagmar Schilf 8-6 6-1
102064,1921 [Zagreb] Mira Antolkovic Würth
102065,1922 [Zagreb] Mira Antolkovic Würth d. Baroness Cornaro (Aut) [score?]
102066,1923 [Zagreb] Emmy Hagenauer (Aut) d. Mira Antolkovic Würth 4-6 6-0 6-1
102067,1924 [Zagreb] Mira Antolkovic Würth
102068,1925 [Zagreb] Hilde Eisenmenger (Aut)
102069,1926 [Zagreb] Mira Antolkovic Würth d. Vlasta Gostiša 6-4 6-2
102070,1927 [Zagreb] Magda Baumgarten (Hun)
102071,1928 [Zagreb] Nelly Bamberger Neppach (Ger) d. Vlasta Gostiša 6-1 4-6 6-3
102072,1929 [Zagreb] Magda Baumgarten (Hun) d. Vera Bokor 6-1 6-0
102073,1930 [Zagreb] Madga Baumgarten (Hun) d. Frl Fröhlich 6-1 6-0
102074,1931 [Belgrade] Klara Hammer (Ger) d. Albina Korotvičková (Tch) 6-0 6-2
102075,1932 [Zagreb] Klara Hammer (Ger) d. Vlasta Gostiša 6-0 4-6 6-1
102076,1933 [Zagreb] Hilde Krahwinkel (Ger) d. Grete Deutschová (Tch) 6-1 6-1
102077,1934 [Zagreb] Emma Čepková (Tch) d. Rosl Kraus (Aut) 1-6 6-3 6-1
102078,1935 [Zagreb] Hella Kovač d. Vlasta Gostiša 6-0 6-4
102079,1936 [Zagreb] Hella Kovač d. Irmgard Rost (Ger) 6-8 6-3 6-4
102080,1937 [Zagreb] Hella Kovač d. Trude Wolf (Aut) 2-6 6-2 6-4
102081,1938 [Zagreb] Alice Florian d. Elza Sernec 6-1 6-3
102082,1948 [Opatija] Vlasta Kanturková Holečková (Tch) d. Maria Mogorovich 6-1 6-4
102083,1949 [Opatija] Elizabeth Fischer Broz (Aut) d. Alice Charbonnier (Swi) 6-2 9-7
102084,1950 [Opatija] Maria Teran de Weiss (Arg) d. Dottie Head (US) default
102085,1951 [Opatija] Erika Obst Vollmer (Frg) d. Marica Crnadak 6-4 6-1
102086,1952 Joy Gannon Mottram (GB)
102087,1953 [Belgrade] Dottie Head Knode (US) d. Joy Gannon Mottram (GB) 6-3 4-6 6-4
102088,1954 [Belgrade] Baba Madden Lewis (US) d. Jenny Middleton (GB) 6-1 6-1
102089,1955 [Zagreb] Jadwiga Jędrzejowska (Pol) d. Marica Crnadak 6-4 6-4
102090,1957 [Dubrovnik] Jadwiga Jędrzejowska (Pol) d. Jelena Genčić 6-2 6-0
102091,1958 [Dubrovnik] Paula Vajda (Hun) d. Jelena Genčić 6-4 6-3
102092,1959 [Dubrovnik] Ruth Nathan Kaufmann (Sui) vs Rita Bentley (GB) 8-6 2-3 (abandoned due to darkness; title divided)
102093,1960 [Dubrovnik] Klára Bardóczy (Hun) d. Jadwiga Jędrzejowska (Pol) 9-7 5-7 6-4
102094,1961 [Dubrovnik] Klára Bardóczy (Hun) d. Ruth Nathan Kaufmann (Sui) 6-2 6-1
102095,1962 [Dubrovnik] Klára Bardóczy (Hun) d. Maja Đukić 6-3 1-6 6-1
102096,1963 [Split] Vlasta Kodešová (Tch) d. Dora Schuster (Aut) 6-3 6-1
102097,1964 [Belgrade] Alessandra Gobbo vs Madonna Schacht (Aus) 6-3 3-6 (abandoned at one set-all; title divided)
102098,1965 [Belgrade] Jitka Horčičková Volavková (Tch) d. Maria Tchakarova (Bul) 6-4 6-1
102099,1966 [Belgrade] Anna Dmitrieva (USSR) d. Alena Palmeová (Tch) 6-2 6-4
102100,1967 [Belgrade] Almut Sturm (Frg)
102101,1968 [Belgrade] Edda Buding (Frg) d. Mabel Vrancovič (Arg) 7-5 6-2
102102,1969 [Belgrade] Erzsébet Széll (Hun) d. Irena Škulj [score?]
102103,1970 [Belgrade] Kora Schediwy (Frg) d. Olga Jeništová Lendlová (Tch) 6-3 6-3
102104,1971 [Belgrade] Yulia Berberian (Bul) d. Judith Dibar (Rou) 5-7 6-4 6-0
102105,1972 [Split] Mima Jausoveč d. Margaret (or Marilyn?) Tesch (Aus) 6-4 10-8
102106,1973 Mima Jausoveč
102107,1974 Miloslava Holubová (Tch)
102108,1975 Miloslava Holubová (Tch)
102109,1977 Mima Jausoveč
102110,2005 Zuzana Ondrášková (Cze) d. Tsvetana Pironkova (Bul) 4–6 6–4 6–3
102111,2006 Kira Nagy (Hun) d. Tathiana Garbin (Ita) 7–6 3–6 7–6
102112,2007 (May) Ágnes Szávay (Hun) d. Nika Ožegović 6–0 7–6
102113,2007 (Jun) Kira Nagy (Hun) d. Ivana Lisjak 2–6 7–6 6–2
102114,2008 (May) Sofia Arvidsson d. Séverine Beltrame Brémond (Fra) 7–6 6–2
102115,2008 (Jul) Petra Martić d. Yvonne Meusburger (Aut) 6–2 2–6 6–2
102116,2009 (May) Polona Hercog (Slo) d. Maša Zec Peškirič (Slo) 7–5 6–2
102117,2009 (Jul) Sandra Záhlavová (Cze) d. Anastasija Sevastova (Lat) 6–1 7–6
102118,2010 Renata Voráčová (Cze) d. Magda Linette (Pol) 6–1 4–6 6–4
102119,2011 (May) Nathalie Piquion (Fra) d. Doroteja Erić (Srb) 6–3 3–6 6–1
102120,2011 (Sep) Dia Evtimova (Bul) d. Anastasia Pivovarova (Rus) 6–2 6–2
102121,2012–17 not held
102122,2018 Tereza Mrdeža d. Paula Ormaechea (Arg) 2–6 6–4 7–5
102123,2019 Maryna Chernyshova (Ukr) d. Réka-Luca Jani (Hun) 6–1 6–4
102124,1978 Sheryl Tebbutt (NZ) d. Helen Harris (NZ) 3-6 0-3 retired
102125,1979 Jan Wilton d. Jan Blackshaw
102126,1980 Janet Fallis d. Barbara Von Demleux (USA) 7-6 6-4
102127,1981 Vicki Marler d. Ann Williams 6-3 7-6
102128,1982 Vicki Marler d. Yvonne Stanton 6-1 6-4
102129,1983 Yvonne Stanton d. Pamela Bailey 6-1 6-0
102130,"1984 Wendy Frazer d. Jackie Masters, wo"
102131,1985 Wendy Frazer d. Amanda Tobin Dingwall 1-6 6-1 6-4
102132,1986 Rachel McQuillan d. Kylie Hall
102133,1987 Joanne Faull d. Karen Deed 6-4 6-1
102134,1988 Rachel McQuillan d. Jane Taylor 6-2 6-1
102135,1989 Kelli-Anne Johnston d. Karen Hooson
102136,1990 Jane Taylor d. Kristine Radford 6-3 6-2
102137,1991 Danielle Thomas d. Emily Fisher 7-6 6-1
102138,1992 Kylie Hunt d. Alison Bell
102139,1993 washed out
102140,1994 Jane Taylor d. Kellie Shanley
102141,1995 Evie Dominikovic d. Vanessa Kendall
102142,1996 Jane Taylor d. Esther Knox
102143,1997 Melissa Dowse d. Monique Adamczak
102144,1998 Melissa Dowse d. Jin-Young Choi
102145,1999 Jenny Belobrajdic d. Cassandra Godfrey
102146,2000 washed out
102147,2001 Jenny-Anne Fetch d. Melissa Dowse
102148,2002 Jean Willmann d. Jenny-Anne Fetch
102149,2003 Sophie Ferguson d. Jenny-Anne Fetch
102150,2004 Tiffany Welford d. Julianne Welford
102151,2005 Lucia Gonzalez d. Benita Milenkiewicz
102152,2006 Lucia Gonzalez d. Andrea Nenad
102153,2007 Daniela Scivetti d. Stephanie Jeanes
102154,2008 Lizaan du Plessis (RSA) d. Kate Antosik
102155,2009 Tyra Calderwood d. Melissa Anderson 6-2 6-0
102156,2010 Tyra Calderwood d. Belinda Morgan 6-4 6-1
102157,2011 Abbie Myers d. Daniela Scivetti 6-2 7-5
102158,2012 Azra Hadzic d. Tyra Calderwood 6-1 7-6
102159,2013 Azra Hadzic d. Tyra Calderwood 6-0 6-0
102160,2014 Tyra Calderwood d. Maddie Antoun 7-6 7-5
102161,1908 [Halle] E.M. Knapp d. F. Ebbinghaus 8-6 6-2
102162,1924 [Leipzig] Hete Kaeber d. Toni Mettenheimer Schomburgk 6-1 6-2 (or Leipzig Championships?)
102163,1925 [Leipzig] Ilona Varady Peteriné (Hun) d. Hete Kaeber 6-2 7-5
102164,1927 [Leipzig] Ilona Varady Peteriné (Hun) d. Margarete Janotta (Tch) 6-2 6-4
102165,1930 [Leipzig] Irmgard Rost d. Toni Mettenheimer Schomburgk 5-7 6-2 6-1
102166,1940 [Leipzig] Annelies Ullstein d. Frau (Lisa?) Fabian 6-1 4-6 7-5
102167,1941 [Dresden] Frau Förster d. Frl Heidrich 6-2 6-3
102168,1942 [Dresden] Toni Mettenheimer Schomburgk d. Frau (Irmgard?) Mühlberg 2-6 6-1 6-1
102169,1936 [Stockholm] Hilde Krahwinkel Sperling (Den) d. Nelly Adamson (Bel) 7-5 6-2
102170,1937 [Copenhagen] Hilde Krahwinkel Sperling (Den) d. Anita Lizana (Chi) 6-2 6-3
102171,1938 [Helsinki] Mary Hardwick (GB) d. Veera Noemmik (Est) 7-5 6-3
102172,1939 [Stockholm] Hilde Krahwinkel Sperling (Den) d. Else Støckel Hollis (Den) 6-1 6-2
102173,1948 [Copenhagen] Nelly Adamson (Bel) d. Vera Nielsen 6-3 6-3
102174,1949 [Stockholm] Hilde Krahwinkel Sperling (Den) d.Betty Clements Hilton(GB) 2-6 6-0 6-2
102175,1950 [Copenhagen] Hilde Krahwinkel Sperling d. Joan Curry (GB) 6-3 6-0
102176,1951 [Helsinki] Bibbi Gullbrandsson Sandén (Swe) d. Kay Tuckey (GB) 6-1 7-5
102177,1952 [Stockholm] Jean Quertier (GB) d. Susan Partridge (GB) 6-3 6-2
102178,1953 [Copenhagen] Angela Mortimer (GB) d. Jean Quertier Rinkel (GB) 4-6 10-8 6-4
102179,1954 [Helsinki] Angela Mortimer (GB) d. Marie Harlin Arni 6-4 6-2
102180,1955 [Oslo] Angela Mortimer (GB) d. Anne Shilcock (GB) 6-1 6-2
102181,1956 [Stockholm] Angela Mortimer (GB) d. Althea Gibson (USA) 4-6 6-4 6-3
102182,1957 [Copenhagen] Ann Shilcock (GB) d. Angela Mortimer (GB) 6-3 6-4
102183,1958 [Helsinki] Erika Obst Vollmer (Frg) d. Ginette Jucker Bucaille (Fra) 5-7 6-3 6-2
102184,1959 [Stockholm] Angela Mortimer (GB) d. Christine Truman (GB) 4-6 6-1 6-2
102185,1960 [Copenhagen] Ann Haydon (GB) d. Angela Mortimer (GB) 9-7 3-6 6-2
102186,1961 [Helsinki] Angela Mortimer (GB) d. Deidre Catt (GB) 6-2 6-1
102187,1962 [Oslo] Ann Haydon (GB) d. Deidre Catt (GB) 6-2 6-4
102188,1963 [Stockholm] Ann Haydon Jones (GB) d. Deidre Catt (GB) 6-0 6-1
102189,1964 [Copenhagen] Christine Truman (GB) d. Helga Niessen (Frg) 6-4 6-2
102190,1965 [Helsinki] Liz Starkie (GB) d. Anna Dmitrieva (USSR) 6-2 1-6 6-3
102191,1966 [Oslo] Helga Niessen (Frg) d. Brigitta Lindstrom (Swe) 6-4 6-1
102192,1967 [Stockholm] Ann Haydon Jones (GB) d. Galina Baksheeva (USSR) 6-2 4-6 6-4
102193,1968 [Copenhagen] Virginia Wade d. Joyce Barclay Williams (GB) 6-1 6-2
102194,1969 [Helsinki] Christina Sandberg (Swe) d. Christine Truman Janes (GB) 8-6 3-6 6-4
102195,1970 [Oslo] Joyce Barclay Williams (GB) d. Nell Truman (GB) 6-2 6-1
102196,1971 [Stockholm] Christina Sandberg d. Brigitta Lindstrom 6-1 6-3
102197,1972 [Copenhagen] Winnie Shaw (GB) d. Ingrid Löfdahl Bentzer (Swe) 7-5 6-4
102198,1973 [Helsinki] Ingrid Löfdahl Bentzer (Swe) d. Jackie Fayter (GB) 6-2 3-6 6-2
102199,1974 [Oslo] Lesley Charles (GB) d. Ellen Grindvold 6-4 6-4
102200,1975 [Stockholm] Ellen Grindvold (Nor) d. Helena Anliot 0-6 7-6 6-2
102201,1976 [Copenhagen] Linda Mottram (GB) d. Annette Coe (GB) 6-1 7-6
102202,1977 [Helsinki] Jackie Fayter (GB) d. Viveca Andersson (Swe) 6-4 2-6 6-3
102203,1979 [in Norway] Lena Sandin (Swe)
102204,1985 Linda Gates d. Jennifer Goodling 6–1 6–1
102205,1986 Luciana Corsato (Bra) d. Jennifer Fuchs 6–0 6–4
102206,1987 Camille Benjamin d. Vicki Nelson Dunbar 6–2 6–3
102207,1988 Gretchen Rush Magers d. Terry Phelps 7–6 6–4
102208,1989 Laura Arraya Gildemeister (Per) d. Marianne Werdel 6–4 6–3
102209,1990 Anke Huber (Frg) d. Marianne Werdel 6–1 5–7 6–4
102210,1991 Brenda Schultz (Net) d. Alexia Dechaume (Fra) 7–6 6–2
102211,1992 Barbara Rittner (Ger) d. Brenda Schultz (Net) 7–6 6–3
102212,1993 Larisa Savchenko Neiland (Lat) d. Natalia Medvedeva (Ukr) 6–3 7–5
102213,1994 Judith Polzl Wiesner (Aut) d. Larisa Savchenko Neiland (Lat) 7–5 3–6 6–4
102214,1886 [Edinburgh] Mabel Boulton d. Julia MacKenzie 3-6 6-0 6-2 4-6 6-2
102215,1887 [Edinburgh] Connie Butler d. Mabel Boulton 6-2 6-2 3-6 8-6
102216,1888 [Edinburgh] Connie Butler d. Ann Dod 6-3 6-3
102217,1889 [Edinburgh] Connie Butler d. Lottie Paterson 6-3 6-3
102218,1890 [Edinburgh] Helen Jackson d. Lottie Paterson 6-1 6-0*
102219,1891 [Edinburgh] Helen Jackson d. Jane Corder 4-6 6-0 6-1
102220,1892 [Edinburgh] Helen Jackson d. Lottie Paterson 7-5 6-1
102221,1893 [Edinburgh] Jane Corder d. Miss Moir 6-0 6-4*
102222,1894 [Wemyss Bay] Lottie Paterson d. Miss Burns 6-1 6-0*
102223,1895 [Moffat] Lottie Paterson d. Ida Cressy 8-6 6-3
102224,1896 [Moffat] Lottie Paterson d. Ida Cressy 6-3 8-6
102225,1897 [Moffat] Minnie Hunter d. Lucy Kendal 6-4 7-5*
102226,1898 [Moffat] Madeline Fisher O’Neill d. Minnie Hunter 6-3 4-6 6-4
102227,1899 [Moffat] Charlotte Cooper d. Minnie Hunter 6-3 8-6*
102228,1900 [Moffat] Minnie Hunter d. Helen Pillans 6-3 8-6*
102229,1901 [Moffat] Muriel Robb d. Minnie Hunter 6-4 6-3
102230,1902 [Moffat] Alice Maud Ferguson d. Mary Gray Curtis-Whyte 6-2 6-2
102231,1903 [Moffat] M. Crawford d. Louisa or Rosa Stoltz 8-6 6-2
102232,1904 [Moffat] Winifred Longhurst d. Alice Maud Ferguson 6-3 6-2
102233,1905 [Moffat] Mary Gray Curtis-Whyte d. Alice Maud Ferguson 6-4 6-3
102234,1906 [Moffat] Alice Maud Ferguson d. Mary Gray Curtis-Whyte 6-3 8-6
102235,"1907 [Moffat] Alice Maud Ferguson d. Mary Gray Curtis-Whyte 6-2 3-6, 6-2"
102236,1908 [Bridge of Allan] Maude Garfit d. Alice Maud Ferguson 6-3 6-4
102237,1909 [Bridge of Allan] Maude Garfit d. M.M. Fergus 6-2 4-6 6-1
102238,1910 [Bridge of Allan] Ethel Thomson Larcombe d. Mary Gray Welsh 6-0 6-1
102239,1911 [Bridge of Allan] Ethel Thomson Larcombe d. Mary Gray Welsh 6-1 6-4
102240,"1912 [Bridge of Allan] Ethel Thomson Larcombe d. Mary Gray Welsh, walkover"
102241,1913 [Myreside] Mary Gray Welsh d. M.M. Fergus 6-2 retired
102242,1914 [Edinburgh] Mary Gray Welsh d. M.M. Fergus 6-2 1-6 7-5
102243,1915-18 not held due to World War One
102244,1919 [Edinburgh] M.M. Fergus d. K. Little 6-0 6-1
102245,1920 [Edinburgh] Mary Thom d. Mary Gray Welsh 6-4 6-3
102246,1921 [Edinburgh] Mary Gray Welsh d M.M. Fergus 4-6 6-2 6-2
102247,1922 [Edinburgh] Mary Gray Welsh d. Miss Hall 6-0 6-2
102248,1923 [Edinburgh] Mary Gray Welsh d. Mrs Wilson 6-0 6-1
102249,1924 [Edinburgh] Mary Thom d. Mary Gray Welsh 7-5 3-6 6-3
102250,1925 [Edinburgh] Mary Thom d. Margaret Jenkins 6-4 6-1
102251,1926 [Edinburgh] Mary Thom d. M.M. Fergus 6-3 4-6 6-4
102252,1927 [Edinburgh] Ruth Watson d. Naomi Trentham 6-1 6-1
102253,1928 [Edinburgh] Joan Ridley d. Gwyneth Sterry 6-2 6-3
102254,1929 [Edinburgh] Joan Ridley d. Helen Barr 6-0 6-4
102255,1930 [Peebles] Winifred Mason d. Esna Boyd Robertson 3-6 6-3 6-3
102256,1931 [Peebles] Gwyneth Sterry d. Esna Boyd Robertson 7-5 6-4
102257,1932 [Peebles] Esna Boyd Robertson d. Olga Webb 1-6 6-1 6-3
102258,1933 [Peebles] Winifred Mason d. Esna Boyd Robertson 6-2 6-2
102259,1934 [Peebles] Joan Hartigan (Aus) d. Susan Noel 14-12 7-5
102260,1935 [Peebles] Anita Lizana (Chi) d. Joan Ingram 6-3 4-6 7-5
102261,1936 [Peebles] Anita Lizana (Chi) d. Mary Hardwick 6-2 6-0
102262,1937 [Peebles] Anita Lizana (Chi) d. Esna Boyd Robertson 6-1 6-1
102263,1938 [Peebles] Mary Hardwick d. Dorothy Bundy (USA) 6-2 7-5
102264,1939 [Peebles] Nancy Dickin Macpherson-Grant d. Esna Boyd Robertson (Aus) 6-3 6-2
102265,1940-45 not held due to World War Two
102266,1946 [Edinburgh] Anita Lizana Ellis d. Elizabeth Lombard (Irl) 6-4 6-0
102267,1947 [Edinburgh] Lesley Hunter Fulton d. Mollie Welsh 6-0 6-4
102268,1948 [Edinburgh] Joy Gannon d. Helen Proudfoot Czolowska 6-2 6-1
102269,1949 [Edinburgh] Gem Hoahing d. Joy Marriott Hibbert 8-6 6-3
102270,1950 [Edinburgh] Wendy Stork d. Helen Proudfoot Czolowska 6-2 6-3
102271,1951 [Edinburgh] Helen Proudfoot Czolowska d. Heather Macfarlane 6-3 3-6 6-4
102272,1952 [Edinburgh] Beryl Nicholas Bartlett (RSA) d. Gwendy Love (RSA) 3-6 6-2 6-2
102273,1953 [Edinburgh] Shirley Bloomer d. Patricia Harrison 4-6 6-2 6-0
102274,1954 [Edinburgh] Jean Petchell d. Jean Knight 6-1 6-2
102275,1955 [Edinburgh] Elaine Watson d. Rosemary Walsh 3-6 6-2 6-0
102276,1956 [Edinburgh] Christine Truman d. Valerie Lewis 7-5 6-4
102277,1957 [Edinburgh] Rita Bentley d. Jill Rook 5-7 6-2 6-0
102278,1958 [Edinburgh] E. Anne Walker d. Mollie Welsh Mackay 9-7 7-5
102279,1959 [Edinburgh] Norma Seacy d. A. Paterson 6-0 8-6
102280,1960 [Edinburgh] Joyce Barclay d. Ann McAlpine 9-7 1-6 6-1
102281,1961 [Edinburgh] Robin Blakelock and Frances MacLennan divided the title
102282,1962 [Edinburgh] Joyce Barclay d. Norma Seacy Buchanan 6-3 6-3
102283,1963 [Edinburgh] Joyce Barclay d. J. McCallum 6-2 6-2
102284,1964 [Edinburgh] Joyce Barclay Williams d. Winnie Shaw 4-6 6-4 6-3
102285,1965 [Edinburgh] Joyce Barclay Williams d. Winnie Shaw 6-3 6-4
102286,1966 [Edinburgh] Winnie Shaw d. Joyce Barclay Williams 6-4 2-6 7-5
102287,1967 [Edinburgh] Joyce Barclay Williams d. Frances MacLennan 6-3 4-6 6-1
102288,1968 [Edinburgh] Joyce Barclay Williams d. Karen Krantzcke (Aus) 8-6 6-4
102289,1969 [Edinburgh] Marjorie Love d. Sheila Moodie 6-2 6-2
102290,1970 [Edinburgh] Winnie Shaw d. Joyce Barclay Williams 6-3 6-8 12-10
102291,1971 [Edinburgh] Joyce Barclay Williams d. Winnie Shaw 6-4 6-2
102292,1972 [Edinburgh] Corinne Molesworth and Joyce Barclay Williams divided the title
102293,1973 [Edinburgh] Jill Cooper d. Joyce Barclay Williams 6-4 1-6 6-3
102294,1974 [Edinbrugh] Marjorie Love d. Patricia Coleman Gregg (Aus) 3-6 6-1 6-0
102295,1975 [Edinburgh] Joyce Barclay Hume d. Lindsay Blachford 6-2 6-4
102296,1976 [Edinburgh] Mariana Simionescu (Rou) d. Jana Sedlackova (Tch) 6-2 6-3
102297,1977 [Edinburgh] Martina Navratilova (Tch) d. Kristien Kemmer Shaw (USA) 2-6 9-8 7-5
102298,1978 [Edinburgh] Carrie Meyer (USA) d. Sandy Collins 6-3 8-9 6-3
102299,1979 [Edinburgh] Lea Antonoplis (USA) d. Joyce Barclay Hume 7-6 6-4
102300,1980 [Edinburgh] Lea Antonoplis (USA) d. Cathy Maso (USA) 6-2 6-2
102301,1981 [Edinburgh] Judy Erksine d. J. Denholm 6-7 6-1 6-3
102302,1982 [Edinburgh] Cathy Drury d. Denise Parnell 6-2 6-2
102303,1983 [Edinburgh] Cathy Drury d. L. Fitzgerald (Aus) 6-0 6-0
102304,1984 [Edinburgh] Lea Antonoplis (USA)
102305,1985 [Edinburgh] Lea Antonoplis (USA)
102306,1986 [Edinburgh] Jackie Holden
102307,1987 [Edinburgh] Lisa Bonder (USA) and Gabriela Sabatini (Arg) divided the title
102308,1988 [Edinburgh] Gigi Fernandez (USA)
102309,1989 [Edinburgh] Mary-Jo Fernandez (USA)
102310,1990 [Edinburgh] Barbara Rittner (Ger)
102311,1991 [Edinburgh] Michelle Mair
102312,1992 [Edinburgh] Caroline Billingham and K. Ross divided the title
102313,1993 [Edinburgh] Samantha Smith d. Anne Simpkins 6-1 6-3
102314,1994 [Edinburgh] Heather Lockhart
102315,1923 Mary Gray Welsh d. M. Jenkins 6-2 6-0
102316,1924 Mary Gray Welsh d. M. Little 6-2 6-0
102317,1925 Mary Gray Welsh d. M. Herd 6-4 6-4
102318,1926 Jean Rankine d. Jeanette Weir 6-4 10-8
102319,1927 Jessie Riddick d. Nancy Grimond 6-1 6-0
102320,1928 Jean Rankine d. Muriel Thomas 6-3 9-7
102321,1929 Esna Boyd Robertson d. Jean Rankine 4-6 6-1 6-3
102322,1930 Esna Boyd Robertson d. Winifred Mason 6-1 7-5
102323,1931 Esna Boyd Robertson d. Geraldine Ramsey Beamish 6-3 6-1
102324,1932 Esna Boyd Robertson d. Kathleen Robertson 6-2 6-2
102325,1933 Winifred Mason d. Edie Rudd Luxton 6-1 6-4
102326,1934 Olga Webb d. Esna Boyd Robertson 4-6 6-4 10-8
102327,1935 Esna Boyd Robertson d. Lesley Hunter 6-0 5-7 6-4
102328,1936 Esna Boyd Robertson d. Sheila Paterson 7-5 6-4
102329,1937 Olga Webb MacInnes d. Esna Boyd Robertson 6-3 6-2
102330,1938 Olga Webb MacInnes d. Mollie Welsh 7-5 6-0
102331,1939 Anita Lizana Ellis d. Esna Boyd Robertson 6-3 6-3
102332,1940-45 not held due to World War Two
102333,1946 Anita Lizana Ellis d. Mollie Welsh 6-0 6-1
102334,1947 Anita Lizana Ellis d. Dorothy Round Little 6-1 6-4
102335,1948 Molly Lincoln Blair d. Kay Tuckey 6-2 7-5
102336,1949 Maria Teran de Weiss (Arg) d. Anita Lizana Ellis 6-4 6-1
102337,1950 Anita Lizana Ellis d. Helen Proudfoot Czolowska 6-1 6-1
102338,1951 Jean Trower d. Margaret Emerson 6-1 7-9 6-0
102339,1952 Anita Lizana Ellis d. Doreen Treadwell Wedderburn (RSA) 6-3 6-3
102340,1953 Elaine Watson d. Jean Petchell 6-2 3-6 7-5
102341,1954 Heather Macfarlane d. Billie Woodgate 7-5 8-6
102342,1955 Rita Bentley d. Anita Lizana Ellis 3-6 7-5 6-3
102343,1956 Sheila Armstrong d. Heather Macfarlane 6-3 4-6 6-4
102344,1957 Heather Macfarlane d. A. Paterson 6-3 6-2
102345,1958 C. Leather and E. Walker divided the title
102346,1959 Sheila Armstrong d. Joyce Barclay 6-1 6-0
102347,1960 Lorna Cornell Cawthorn d. Margaret O'Donnell 6-4 7-5
102348,1961 Frances MacLennan d. Ann McAlpine 6-1 6-3
102349,1962 Ann McAlpine d. Honor Durose 2-6 6-2 6-4
102350,1963 Carole Rosser d. Winnie Shaw [score?]
102351,1964 Faye Toyne (Aus) d. Marie Fourie 6-1 6-2
102352,1965 Carole Rosser d. Winnie Shaw 6-3 6-4
102353,1966 Carole Rosser
102354,1967 Shelia Moodie
102355,1968 Shelia Moodie
102356,1969 Marjorie Love d. Gwen Armstrong 6-0 6-1
102357,1970 Linda McDonald d. Sheila Moodie 6-2 6-2
102358,1971 Marjorie Love d. Sheila Moodie 8-6 3-6 6-4
102359,1972 Marjorie Love
102360,1973 Marjorie Love
102361,1974 Ruth Allan d. Wendy Slaughter 4-6 6-2 6-1
102362,1975 Ruth Allan
102363,1976 Cathy Drury d. Anne Hobbs 6-4 6-3
102364,1977 Judy Erskine d. G. Armstrong 6-2 6-2
102365,1978 Suzanne Bakewell and C. O'Brien divided the title
102366,1979 Judy Erskine d. Elizabeth Locke 4-6 6-4 6-1
102367,1980 Judy Erskine
102368,1981 Judy Erskine
102369,1982 Susan McCulloch
102370,1983 Vicki Marler (Aus)
102371,1984 L. Reid
102372,1985 L. Reid
102373,1986 Judy Erskine
102374,1987 Susanne Mair
102375,1988 Michelle Mair
102376,1989 Heather Lockhart
102377,1990 Michelle Mair
102378,1991 Heather Lockhart
102379,1992 Allison Wood
102380,1993 Alison Reid
102381,1994 Alison Reid
102382,"1917 Mary K. Browne (Red Cross exhibition, with 3 women only and round robin)"
102383,1920 Marion Zinderstein d. Eleanor Tennant 6-4 6-2 (1st edition)
102384,1921 Molla Bjurstedt Mallory d. Eleanor Goss 8-6 6-3
