uid,text_info
106016,1963 Yolanda Ramirez Ochoa (Mex) d. Jill Rook Mills 6-3 6-4
106017,1964 Pam Watermeyer (Rsa) vs Fay Toyne (Aus)
106018,1965 Patricia Walkden (Rsa) d. Glenda Swan (Rsa) 6-4 6-3
106019,1966 Greta Delport (Rsa) d. Laura Rossouw (Rsa) 6-3 6-2
106020,1967 Alice Luthy Tym (USA) d. Maryna Godwin (Rsa) 4-6 7-5 7-5
106021,1968 Faye Urban (Can) d. Elena Subirats (Mex) 6-1 3-6 7-5
106022,1969 Maria Guzman (Ecu) d. Lesley Hunt (Aus) 4-6 6-1 8-6
106023,1970 Lita Liem (Ina) d. Lany Kaligis (Ina) 6-0 4-6 6-3
106024,1971 Lesley Turner Bowrey (Aus) d. Lesley Hunt (Aus) 0-6 6-4 8-6
106025,1972 Dorothy Armstrong d. Jill Minford 6-2 6-4
106026,1973 Dorothy Armstrong d. Nuala McMordie 6-3 6-3
106027,1975 Nuala McMordie d. Helen Deering 6-2 6-2
106028,1976 Helen Deering d. Mrs Margaret Clements 6-2 7-5
106029,1977 Helen Deering Pollock d. Gail Holland 6-2 6-3
106030,1978 Jill Minford vs Charlene Murphy (USA)
106031,1979 Margaret Redfearn (Rsa) vs Nina Bland (Can)
106032,1980 Cathy Mantle (Aus) d. Brenda Catton (Aus) 6-4 7-6
106033,1986 Lesley O'Halloran (Irl)
106034,1992 Lesley O'Halloran (Irl)
106035,1998 Lesley O'Halloran (Irl)
106036,2004 Yvonne Doyle (Irl) d. Nicola Slater 6-2 6-1
106037,2005 Yvonne Doyle (Irl) d. Galina Misiuriova (Lit) 6-1 6-7 6-3
106038,2008 Lesley O'Halloran (Irl) d. Lynsey McCullough (Irl) 6-4 6-1
106039,2009 Lynsey McCullough (Irl)
106040,2014 Lucy Octave d. Karola Bejenaru (Rom) 7-5 6-4
106041,1908 Agnes Morton d. Evelyn Dillon 6-0 6-0 (First edition)
106042,1909 Agnes Morton d. M. Dillon 6-1 6-1
106043,1910 Agnes Morton d. Mildred Coles 6-0 2-6 6-1
106044,1911 Mildred Coles d. Marie Hazel 6-4 6-3
106045,1912 Agnes Morton d. Agnes Daniell Tuckey 6-4 6-0
106046,1913 Agnes Morton d. Marie Hazel 7-5 6-0
106047,1914 Agnes Daniell Tuckey d. Olive Manser 7-5 6-4
106048,1920 Dorothy Holman d. A.M. Hogg 6-1 6-1
106049,1921 Dorothy Holman d. M. Happell 6-2 6-4
106050,1922 Dorothy Holman d. Kathleen Lidderdale 6-2 6-0
106051,1923 Eleanor Rose d. Sylvia Lumley-Ellis 6-3 6-2
106052,1924 Dorothy Holman d. Sylvia Lumley-Ellis 6-2 6-4
106053,1925 Sylvia Lumley-Ellis d. Margaret Knott 6-4 6-0
106054,1926 Sylvia Lumley-Ellis d. Dorothy Holman 7-9 7-5 6-1
106055,1927 Elizabeth d'Ayen Macready d. Christine Tyrrell 7-5 6-2
106056,1928 Beatrice Feltham d. Christine Tyrrell 4-6 6-3 6-2
106057,1929 Beatrice Feltham d. Olga Webb 6-2 6-3
106058,1930 Naomi Trentham d. Olga Webb 6-2 6-4
106059,1931 Beatrice Feltham d. Olga Webb 6-8 7-5 8-6
106060,1932 Sheila Hewitt d. Olga Webb 3-6 6-1 6-3
106061,1933 Ermyntrude Harvey d. Olga Webb 6-4 6-1
106062,1934 Jeanette Morfey d. Sylvia Lumley-Ellis Mayne 6-2 6-3
106063,1935 Olga Webb d. Betty Soames 6-2 6-1
106064,1936 Vere King d. Gladys Southwell 6-4 2-3 retired
106065,1937 Vere King d. Olga Webb MacInnes 2-6 9-7 8-6
106066,1938 Effie Hemmant Peters d. Rosemary Thomas 4-6 7-5 7-5
106067,1939 Rosemary Thomas d. Susan Noel 6-1 4-6 7-5
106068,1946 Jadwiga Jedrzejowska (Pol) d. Bea Watson Carris 10-12 6-4 6-4
106069,1947 Joey Physick David d. Janet Morgan 6-3 6-2
106070,1948 Janet Morgan d. Katherine Keith-Steele 6-2 6-2
106071,1949 Barbara Knapp d. Madge Slaney 6-4 7-5
106072,1950 Janet Morgan d. Margot Parker 3-6 6-4 6-3
106073,1951 Janet Morgan d. Barbara Knapp 6-4 6-0
106074,1952 Lorna Cornell d. Rosemary Walsh 6-3 6-1
106075,1953 Rosemary Walsh d. Elaine Watson 6-4 6-3
106076,1954 Rosemary Walsh d. S. Cooper 6-0 6-1
106077,1955 Pat Hird d. Hazel Pascoe (RSA) 6-2 6-3
106078,1956 Pat Hird d. Mrs D. Hale (RSA) 8-6 6-0
106079,1957 D. Edwards d. Gill Evans 6-1 4-6 7-5
106080,1958 Deidre Catt d. Patricia Hird 6-8 6-4 8-6
106081,1959 Sue Waters d. J. Macintosh 6-4 6-0
106082,1960 Ruia Morrison (NZ) d. Sue Waters 6-3 6-2
106083,1961 Vivienne Dennis d. J. Macintosh 6-2 6-2
106084,1962 Virginia Wade d. Sally Holdsworth 6-2 6-4
106085,1963 Virginia Wade d. Vivienne Dennis 6-3 14-12
106086,1964 Virginia Wade d. Vera Roberts 2-6 9-7 6-1 *
106087,1965 Alison Stroud d. Mrs S. Steventon 8-6 6-2
106088,1966 Judy Congdon and Ann McAlpine divided the prizes
106089,1969 Lindsay Beaven d. Belinda Orchard 6-2 8-6
106090,1970 Susan Minford (Irl) d. Shirley Stapleton Spurgeon 6-1 6-1
106091,1971 Mrs T. Blackburn d. A. Lloyd 6-3 7-5
106092,1972 Rosemary Pearson d. Shirley Stapleton Spurgeon 6-3 6-1
106093,1973 Rosemary Pearson d. Shirley Stapleton Spurgeon 6-2 6-4
106094,1974 Rosemary Pearson d. Shirley Stapleton Spurgeon 6-4 6-0
106095,1975 Dianne Evers (Aus) d. Mrs B. Maltby 6-4 6-0
106096,1976 Jill Cottrell d. J. Willson 6-4 9-7
106097,1977 Debra Parker d. S. Turbeville 6-2 6-4
106098,1978 A. Tripp d. J. Strain 6-4 6-2
106099,1979 Jill Cottrell d. A. Tripp 6-4 2-6 8-6
106100,1980 Jane Langstaff d. Elspeth Young 3-6 7-5 6-2
106101,1981 Jenny Blyth-Lewis d. H. White 6-3 6-1
106102,1961 Karen Hantze d. Nancy Richey 9-7 4-6 6-3
106103,1962 Patsy Rippy d. Donna Holden 4-6 6-3 6-1
106104,1963 Yola Ramirez Ochoa (Mex) d. Nancy Richey 4-6 6-0 6-1
106105,1964 Yola Ramirez Ochoa (Mex) d. Justina Bricka 7-5 4-6 6-3
106106,1965 Carole Caldwell Graebner d. Yola Ramirez Ochoa (Mex) 5-7 6-3 6-1
106107,1966 Billie Jean Moffitt King d. Carol Hanks Aucamp 6-0 6-1
106108,1967 Nancy Richey d. Carole Caldwell Graebner 6-2 6-3
106109,1968 Betty Ann Grubb d. Stephanie Grant 6-3 6-1
106110,1969 Betty Ann Grubb d. Vicky Rogers 6-1 6-1
106111,1970 Stephanie DeFina d. Janet Newberry 6-1 6-4
106112,1971 Chris Evert d. Mary Ann Eisel Curtis 6-0 6-3
106113,1972 Laurie Fleming d. Kathy Kraft 6-4 6-2
106114,1973 Jeanne Evert d. Janice Metcalf 7-6 6-1
106115,1974 Joanne Russell d. Mary Hamm 6-4 6-7 6-4
106116,1975 Lele Forood d. Mary Hamm 6-3 6-3
106117,1978 Jean Hepner d. Julie Hanrahan (Aus)
106118,1986 Lori McNeil d. Beth Herr 6-0 6-1 (on hard)
106119,2009 Yvonne Meusburger (Aut) d. Sandra Zahlavova (Cze) 7-6 7-5
106120,2010 Sandra Zahlavova (Cze) d. Lenka Jurikova 2-6 6-3 6-1
106121,2011 Yvonne Meusburger (Aut) d. Elitsa Kostova (Bul) 0-6 6-2 6-0
106122,2012 Anastasija Sevastova (Lat) d. Ana Savic (Cro) walkover
106123,1899 Mlle Pozzi d. Mme Kodolitsch
106124,1900 Frl Körner d. Frau von Chmelarz 2-6 6-0 7-5
106125,1901 Nora Cavallar d. Frida Nesseler
106126,1902 Frl Luckmann d. Nora Cavallar
106127,1903 Nora Cavallar d. Mella Lackmann 6-1 6-4
106128,1912 Hedwig Neresheimer von Satzger (Hun) d. Caro Peter (Sui) 1-6 6-4 6-1
106129,1927 Sidonie Aidinyan d. [] Strachwitz 6-2 0-6 6-4
106130,1930 Sidonie Aidinyan d. Ucci Manzutto 6-2 6-0
106131,1931 Lucia Valerio d. Ucci Manzutto 6-0 6-3
106132,1932 Elsa Riboli d. Trude Wolf (Aut) 6-1 6-3
106133,1933 Ucci Manzutto d. Elsa Riboli 6-4 6-1
106134,1934 Ucci Manzutto d. Ivana Orlandini 6-4 6-1
106135,1935 Ucci Manzutto d. Totta Zehden (Ger) 6-3 6-2
106136,1938 Hella Kovac (You) d. Anna Maria Frisacco 7-5 6-0
106137,1948 Nicla Artigiani Migliori d. Lucia Manfredi 3-6 6-2 6-2
106138,1899 Myrtle McAteer d. Juliette Atkinson 7-5 6-1 4-6 8-6
106139,1900 Myrtle McAteer d. Maud Banks 6-4 6-8 6-2 6-3
106140,1901 Winona Closterman d. Juliette Atkinson 6-2 8-6 6-1
106141,1902 Maud Banks d. Winona Closterman 6-2 6-1
106142,1903 Winona Closterman d. Myrtle McAteer 6-1 5-7 6-4
106143,1904 Myrtle McAteer d. Winona Closterman 7-5 6-3
106144,1905 May Sutton d. Myrtle McAteer 6-0 6-0
106145,1906 May Sutton d. Florence Sutton 7-5 6-2
106146,1907 May Sutton d. Martha Kinsey 6-1 6-1
106147,1908 Martha Kinsey d. Marjorie Dodd 4-6 8-6 6-2
106148,1909 Edith Boucher Hannam (GB) d. Martha Kinsey 6-3 6-1
106149,1910 Miriam Steever d. Rhea Fairbairn 4-6 8-6 6-0
106150,1911 Marjorie Dodd d. Helen McLaughlin 6-0 6-2
106151,1912 Marjorie Dodd d. May Sutton 0-1 retired
106152,1913 Ruth Sanders d. Marjorie Dodd 6-2 6-3
106153,1914 Ruth Sanders d. Katharine Brown 7-5 5-7 6-2
106154,1915 Molla Bjurstedt Mallory d. Ruth Sanders 6-0 6-4
106155,1916 Martha Guthrie d. Marguerite Davis 6-2 2-6 6-1
106156,1917 Katharine Brown d. Louise Ostheimer Adams 7-5 0-6 6-4
106157,1920 Ruth Sanders Cordes d. Ruth King 6-1 6-0
106158,1922 Ruth Sanders Cordes d. Olga Strashun 6-3 6-4
106159,1923 Ruth Sanders Cordes d. Clara Louise Zinke 6-0 7-5
106160,1924 Olga Strashun d. Clara Louise Zinke 6-4 6-2
106161,1925 Marian Leighton d. Clara Louise Zinke 6-3 6-2
106162,1926 Clara Louise Zinke d. Olga Strashun Weil 6-2 6-2
106163,1927 Clara Louise Zinke d. Marian Leighton 6-4 4-6 4-1 retired
106164,1928 Marjorie Gladman d. Clara Louise Zinke 6-4 6-4
106165,1929 Clara Louise Zinke d. Ruth Smith Riese 6-2 6-3
106166,1930 Clara Louise Zinke d. Ruth Smith Riese 6-2 6-4
106167,1931 Clara Louise Zinke d. Ruth Smith Riese 6-1 6-1
106168,1932 Dorothy Weisel d. Clara Louise Zinke 6-1 6-0
106169,1933 Muriel Adams d. Helen Fulton 6-4 6-4
106170,1934 Gracyn Wheeler d. Esther Hare Bartosh wo
106171,1936 Lila Porter d. Virginia Hollinger 6-4 6-3
106172,1937 Virginia Hollinger d. Monica Nolan 6-3 6-2
106173,1938 Virginia Hollinger d. Margaret Jessee 8-6 1-6 6-0
106174,1939 Catherine Wolf d. Virginia Hollinger 6-2 6-3
106175,1940 Alice Marble d. Gracyn Wheeler 6-3 6-4
106176,1941 Pauline Betz d. Mary Arnold 6-4 6-3
106177,1942 Catherine Wolf d. Monica Nolan 6-4 6-1
106178,1943 Pauline Betz d. Catherine Wolf 6-0 6-2
106179,1944 Dorothy Bundy d. Pauline Betz 7-5 6-4
106180,1945 Pauline Betz d. Dorothy Bundy 6-2 6-0
106181,1946 Virginia Wolfenden Kovacs d. Shirley Fry 6-4 6-1
106182,1947 Betty Rosenquest d. Betty Hulbert James 9-7 6-2
106183,1948 Dorothy Head d. Baba Madden Lewis 6-4 6-4
106184,1949 Magda Berescu Rurac d. Beverly Baker 6-4 2-6 6-0
106185,1950 Beverly Baker d. Magda Berescu Rurac 5-7 6-3 9-7
106186,1951 Pat Canning Todd d. Magda Berescu Rurac 6-3 6-4
106187,1952 Anita Kanter d. Doris Popple 6-0 6-1
106188,1953 Thelma Coyne Long (Aus) d. Anita Kanter 7-5 6-2
106189,1954 Lois Felix d. Ethel Norton 6-1 6-3
106190,1955 Mimi Arnold d. Barbara Breit 6-4 6-3
106191,1956 Yola Ramirez (Mex) d. Mary Ann Mitchell 7-5 6-1
106192,1957 Lois Felix d. Pat Naud 7-5 2-6 7-5
106193,1958 Gwyneth Thomas d. Marta Hernandez (Mex) 6-1 6-2
106194,1959 Donna Floyd d. Carol Hanks 5-7 6-2 6-4
106195,1960 Carol Hanks d. Farel Footman 6-2 4-6 6-3
106196,"1961 Fern ""Peachy"" Kellmeyer d. Carole Caldwell 3-6 12-10 7-5"
106197,1962 Julie Heldman d. Roberta Alison 6-4 6-4
106198,1963 Stephanie DeFina d. Peaches Bartkowicz 7-5 6-2
106199,1964 Jean Danilovich d. Alice Luthy Tym 6-1 6-2
106200,1965 Stephanie DeFina d. Roberta Alison 10-8 5-7 6-4
106201,"1966 Peaches Bartkowicz d. Fern ""Peachy"" Kellmeyer 6-3 6-3"
106202,1967 Peaches Bartkowicz d. Patsy Rippy 6-4 6-1
106203,1968 Linda Tuero d. Tory Ann Fretz 6-1 6-2
106204,1969 Lesley Turner Bowrey (Aus) d. Gail Sherriff Chanfreau (Fra) 1-6 7-5 10-10 ret.
106205,1970 Rosemary Casals d. Nancy Richey 6-3 6-3
106206,"1971 Virginia Wade (GB) d. Linda Tuero 6-3, 6-3"
106207,1972 Margaret Smith Court (Aus) d. Evonne Goolagong (Aus) 3-6 6-2 7-5
106208,1973 Evonne Goolagong (Aus) d. Chris Evert 6-2 7-5
106209,1988 Barbara Potter d. Helen Kelesi (Can) 6-2 6-2
106210,2004 Lindsay Davenport d. Vera Zvonareva (Rus) 6-3 6-2
106211,2005 Patty Schnyder (Sui) d. Akiko Morigami (Jpn) 6-4 6-0
106212,2006 Vera Zvonareva (Rus) d. Katarina Srebotnik (Slo) 6-2 6-4
106213,2007 Anna Chakvetadze (Rus) d. Akiko Morigami (Jap) 6-1 6-3
106214,2008 Nadia Petrova (Rus) d. Nathalie Dechy (Fra) 6-2 6-1
106215,2009 Jelena Jankovic (Srb) d. Dinara Safina (Rus) 6-4 6-2
106216,2010 Kim Clijsters (Bel) d. Maria Sharapova (Rus) 2-6 7-6 6-2
106217,2011 Maria Sharapova (Rus) d. Jelena Jankovic (Srb) 4-6 7-6 6-3
106218,2012 Na Li (Chn) d. Angelique Kerber (Ger) 1-6 6-3 6-1
106219,2013 Victoria Azarenka (Blr) d. Serena Williams 2-6 6-2 7-6
106220,2014 Serena Williams d. Ana Ivanovic (Srb) 6-4 6-1
106221,2015 Serena Williams d. Simona Halep (Rou) 6-3 7-6
106222,2016 Karolina Pliskova (Cze) d. Angelique Kerber (Ger) 6-3 6-1
106223,2017 Garbine Muguruza (Esp) d. Simona Halep (Rou) 6-1 6-0
106224,2018 Kiki Bertens (Net) d. Simona Halep (Rou) 2-6 7-6 6-2
106225,2019 Madison Keys d. Svetlana Kuznetsova (Rus) 7-5 7-6
106226,2020 Victoria Azarenka (Blr) d. Naomi Osaka (Jpn) wo
106227,2021 Ashleigh Barty (Aus) d. Jil Teichmann (Sui) 6-3 6-1
106228,1889 S. Allen d. Miss Cheetham 6-1 4-6 7-5 (HO)
106229,1893 Miss Stoneax d. Mrs Ashwell 6-4 retired
106230,"1894 ""Miss Smith"" aka Murray d. Ruth Dyas 6-1 6-4"
106231,1895 Ruth Dyas d. Miss Murray (holder) 4-6 6-3 7-5
106232,1896 Ruth Dyas d. Constance Hill 6-1 6-0
106233,1897 Ruth Dyas d. Constance Hill 2-6 6-2 6-2
106234,1898 Ruth Dyas d. Constance Hill 6-0 6-0
106235,"1899 E. Makinson d. Ruth Dyas Durlacher, walkover"
106236,1900 Constance Hill d. Maude Garfit 6-4 6-4
106237,1901 E. Makinson d. Contstance Hill 6-1 6-4
106238,1903 Maude Garfit d. Miss Makinson 6-1 6-1
106239,1980 Martina Navratilova (Tch) d. Tracy Austin 6-2 6-4
106240,1981 Martina Navratilova (Tch) d. Andrea Jaeger 7-5 6-3
106241,1982 Martina Navratilova d. Wendy Turnbull (Aus) 6-2 7-5
106242,1983 Martina Navratilova d. Andrea Jaeger 6-1 7-5
106243,1984 Martina Navratilova d. Laura Arraya (Per) 6-0 6-1
106244,1985 Martina Navratilova d. Katerina Maleeva (Bul) 6-1 6-0
106245,1986 Chris Evert Lloyd d. Claudia Kohde-Kilsch (Frg) 6-4 6-2
106246,1908 Mieken Rieck d. E. Petersen 6-3 7 -5
106247,1909 Mieken Rieck d. Elisabeth Lottich 6-4 6-3
106248,1910 Mieken Rieck
106249,1912 Dora Köring d. Mieken Rieck 7-5 6-2
106250,1913 Mieken Rieck d. Dora Köring 6-1 6-3
106251,1922 Lili de Alvarez (Esp) d. Ursel Berns 6-0 6-0
106252,1953 Dottie Head Knode (USA) d. Helene Straubeova Matous (Tch) 6-2 6-2
106253,1954 Edda Buding d. Inge Hoffert Buderus 6-2 5-1 ret.
106254,1956 Ingrid Metzner (Bra) d. Elizabeth von Aspern 6-3 6-2
106255,1958 Erika Obst Vollmer d. Karin Warnke 6-2 7-5
106256,1966 Helga Niessen d. Sonja Pachta (Aut) 8-6 6-0
106257,1967 Helga Schultze d. Helga Niessen 4-7 7-5 6-3
106258,1968 Gail Sherriff (Aus) d. Alena Palmeova (Tch) 6-4 6-4
106259,1969 Helga Niessen
106260,1970 Erzsebet Polgar (Hun) d. Katalin Borka (Hun) 6-4 4-6 6-4
106261,1971 Helga Niessen Masthoff d. Birgitta Lindström (Fin) 6-8 6-2 6-2
106262,1972 Helga Niessen Masthoff d. Judith Szorenyi (Hun) 6-2 6-2
106263,1973 Helga Niessen Masthoff d. Kazuko Sawamatsu (Jpn) 6-4 6-3
106264,1974 Helga Niessen Masthoff d. Heide Schildknecht Orth 6-4 6-2
106265,1975 Helga Niessen Masthoff d. Alena Palmeova West (Tch) 6-4 6-4
106266,1976 Helga Niessen Masthoff d. Katja Burgemeister Ebbinghaus 6-2 6-2
106267,1977 Katja Burgemeister Ebbinghaus d. Helena Anliot (Swe) 7-5 6-3
106268,"1980 Helga Niessen Masthoff d. Claudia Kohde-Kilsch 4-6 6-3 6-2 (it was the 46° tournament edition, and tenth victory by Helga.)"
106269,1996 Ewa Radzikowska d. Alina Tecșor (Rou) 4–6 6–2 6–1
106270,1997 Annica Lindstedt (Swe) d. Sylwia Rynarzewska 6–1 6–0
106271,1998 Jana Macurová (Cze) d. Cornelia Grunes (Ger) 3–6 6–4 6–1
106272,1999 Petra Kučová (Cze) d. Shelley Stephens (NZ) 6–2 6–4
106273,2000 Zuzana Ondrášková (Cze) d. Gabriela Navrátilová (Cze) 6–0 6–4
106274,2001 Dominika Luzarová (Svk) d. Petra Kučová (Cze) 2–6 6–2 6–0
106275,2002 Mariya Koryttseva (Ukr) d. Jana Macurová (Cze) 6–3 6–0
106276,2003 Marta Domachowska d. Anastasiya Yakimova (Blr) 7–5 3–6 6–4
106277,2004 Karolina Kosińska d. Magdalena Kiszczyńska 4–6 7–5 6–1
106278,2005 Ana Timotić (Srb) d. Joanna Sakowicz 6–1 6–2
106279,2006 Andreja Klepač (Slo) d. Joanna Sakowicz 6–0 6–2
106280,2007 Stefanie Voegele (Sui) d. Alexandra Dulgheru (Rou) 6–2 4–6 7–5
106281,2008 Ekaterina Dzehalevich (Blr) d. Dominika Nociarová (Svk) 6–3 2–6 7–6
106282,2009 Oksana Kalashnikova (Geo) d. Ksenia Milevskaya (Blr) 3–6 6–4 6–2
106283,2010 Ksenia Pervak (Rus) d. Magda Linette 6–4 6–1
106284,2011 Edina Gallovits Hall (Rou) d. Stéphanie Foretz Gacon (Fra) 6–4 6–3
106285,2012 Danka Kovinić (Mne) d. Paula Kania 6–3 4–6 6–3
106286,2013 Paula Kania d. Katarzyna Piter 6–4 6–4
106287,2014 Barbora Krejčíková (Cze) d. Maria Sakkari (Gre) 6–4 6–1
106288,2015 Kristína Kučová (Svk) d. Giulia Gatto-Monticone (Ita) 4–6 6–1 6–4
106289,2016 Isabella Shinikova (Bul) d. Tadeja Majerič (Slo) 7–5 4–6 6–2
106290,2017 Chantal Škamlová (Svk) d. Miriam Kolodziejová (Cze) 6–2 4–6 6–3
106291,2018 Barbora Krejčíková (Cze) d. Rebecca Šramková (Svk) 7–5 6–1
106292,2019 Rebecca Šramková (Svk) d. Marta Kostyuk (Ukr) 6–1 6–2
106293,1936 Anita Lizana (Chi) d. Dorothy Round 8-10 6-1 6-1
106294,1937 Freda James d. Billie Yorke 4-6 6-1 6-3
106295,1938 Mary Hardwick d. Nina Brown 6-2 6-4
106296,1939-1947 not held partly due to WWII
106297,1948 Joan Curry d. Betty Clements Hilton 6-1 6-3
106298,1949 Joan Curry d. Jean Bridger Walker-Smith 6-2 3-6 6-2
106299,"1950 Joan Curry d. Jean Bridger Walker-Smith, walkover"
106300,1951 Susan Partridge d. Jean Bridger Walker-Smith 6-4 6-3
106301,1952 Angela Mortimer d. Joan Curry 6-3 6-1
106302,1953 Angela Mortimer d. Georgie Woodgate 6-1 6-1
106303,1954 Angela Mortimer d. Shirley Bloomer 6-2 6-1
106304,1955 Angela Mortimer d. Angela Buxton 6-2 6-2
106305,1956 Thelma Coyne Long (Aus) d. Angela Buxton 6-4 4-6 7-5
106306,1957 Joan Curry d. Rita Bentley 6-2 10-8
106307,1958 Angela Mortimer d. Ann Haydon 6-1 6-0
106308,1959 Angela Mortimer d. Ann Haydon 7-5 6-3
106309,1960 Ann Haydon d. Angela Mortimer 6-4 6-2
106310,1961 Angela Mortimer d. Deidre Catt 6-1 6-2
106311,1962 Angela Mortimer d. Ann Haydon Jones 7-5 6-3
106312,1963 Deidre Catt d. Ann Haydon Jones 6-3 8-6
106313,1964 Ann Haydon Jones d. Deidre Catt 6-3 7-5
106314,1965 Ann Haydon Jones d. Pat McClenaughan Faulkner (Aus) 6-1 6-1
106315,1966 Joyce Barclay Williams d. Ann Haydon Jones 6-4 5-5 retired
106316,1967 Virginia Wade d. Ann Haydon Jones 6-2 12-14 6-2
106317,1968 Margaret Smith Court (Aus) d. Virginia Wade 12-10 8-6
106318,1969 Julie Heldman (USA) d. Virginia Wade 4-6 8-6 6-3
106319,1970 Ann Haydon Jones d. Virginia Wade 6-4 7-5
106320,1971 Evonne Goolagong (Aus) d. Francoise Durr (Fra) 6-1 6-0
106321,1972 Margaret Smith Court (Aus) d. Virginia Wade 2-6 6-3 6-1
106322,1974 Ann Haydon Jones d. Janet Newberry 7-5 7-6
106323,1975 Ann Haydon Jones d. Winnie Shaw Wooldridge 4-6 6-1 6-3
106324,1976 Sue Barker d. Michele Tyler 6-4 6-2
106325,1887 Blanche Bingley Hillyard d. Maud Watson 4-6 6-2 6-3 [HO]
106326,1888 Miss Mockler d. A. Foley
106327,1890 Miss Wolfe d. Miss Fisher 7-5 6-4
106328,1899 Winifred Longhurst d. K. Hughes 6-2 6-1
106329,1900 Winifred Longhurst d. Miss Smythe 6-2 6-2
106330,1901 Winifred Longhurst d. Miss Collett 6-1 6-1
106331,1902 Ethel Thomson d. Edith Boucher 6-4 6-1
106332,1903 Edith Boucher d. M. Stonham 6-1 3-6 7-5
106333,1904 Edith Boucher d. Miss Collett 6-0 6-4
106334,1905 Muriel Lucas d. Charlotte Everard 6-3 6-1
106335,1906 Muriel Lucas d. M. Stonham 6-2 6-4
106336,1907 Edith Boucher d. Muriel Lucas 3-6 6-0 6-3
106337,1908 Muriel Lucas d. Nora Bawden 3-6 6-4 6-1
106338,1909 Elsie Lane d. Evelyn de Vere Scott 6-0 6-1
106339,1910 M. Fergus d. Edith Longhurst 6-4 6-3
106340,1911 Beryl Tulloch d. Nora Bawden 6-3 6-3
106341,1912 Nora Bawden and E. Miller divided the prizes
106342,1913 Madeline Fisher O'Neill d. Nora Bawden 6-2 9-11 7-5
106343,1920 Phyllis Carr Satterthwaite d. Miss Davies 6-1 6-1
106344,1921 G.M. Head
106345,1922 Edith Boucher Hannam d. Miss Robertson 6-0 7-5
106346,1923 Helen Bourne d. P. Robertson 6-3 6-4
106347,1924 (Aug) Mrs Hopper d. A G Buckner 6-2 6-2
106348,1924 (Oct) Elizabeth Ryan (USA) d. Ermyntrude Harvey 6-4 6-1 (Clay)
106349,1925 (Aug) Mrs R. Bruce May d. Mrs Lawrence 6-2 6-1
106350,1925 (Oct) Ariadne Rodocanachi d. Phyllis French 7-5 6-4 (Clay)
106351,1926 Davina Gordon d. Cristobel Hardie 6-3 6-2
106352,1927 Davina Gordon and Katherine Lewis divided the prizes
106353,1928 Davina Gordon d. Gethyn Harry 6-3 6-1
106354,1929 Elsa McAlpin Haylock d. Andrée Lucas 6-3 3-6 6-3
106355,1930 Elsa McAlpin Haylock d. Gethyn Harry 6-4 6-3
106356,1931 Mary Hart McIlquham d. Elsa McAlpin Haylock 4-6 6-1 6-2
106357,1932 Peggy Scriven d. Andrée Lucas 6-1 6-1
106358,1934 Billie Yorke d. Jean Saunders 6-4 6-3
106359,1935 Jean Saunders d. Andrée Lucas 6-2 6-2
106360,1936 Irmgard Rost (Ger) d. Mary Whitmarsh 6-0 6-0
106361,1937 Irmgard Rost (Ger) d. Billie Yorke 8-6 6-3
106362,1938 Andrée Lucas d. Rita Jarvis 7-5 1-6 6-2
106363,1939 Andrée Lucas d. Jean Saunders 6-4 5-7 9-7
106364,1946 Joan Curry d. Jean Quertier 8-6 6-1
106365,1947 Joan Curry d. P. Merrix 6-2 6-2
106366,1948 Joan Curry d. Peggy McCorkindale Dawson-Scott 6-2 6-1
106367,1949 Joan Curry d. Joy Gannon 6-3 6-3
106368,1950 Mrs H. [Elsie Hamilton?] Phillips d. Lorna Cornell 3-6 6-3 6-4
106369,1951 Angela Mortimer d. Jenny Middleton 6-2 6-1
106370,1952 Rita Jarvis Anderson d. Hilary Stoodley-Morgan Stebbings 6-0 7-5
106371,1953 Angela Mortimer d. Pat Ward 9-7 8-6
106372,1954 Pat Ward d. Betsy Venter Abbas (RSA) 6-0 6-3
106373,1956 Sonia Cox d. V. Martin 6-4 6-2
106374,1958 Joan Curry d. Sonia Cox 5-7 6-0 6-4
106375,1959 Sheila Armstrong d. Phyllis Edwards 11-9 6-1
106376,1960 Elaine Watson Shenton d. [Sonia Cox?] Preston 6-4 6-4
106377,1961 Margaret O’Donnell d. Carole Rosser 6-2 11-9
106378,1962 Elaine Watson Shenton d. Frances Walton 7-5 8-10 6-2
106379,1971 Susan Alexander (Aus) d. Penny Hardgrave 6-2 6-1
106380,1974 Sue Barker d. Annette Coe 6-1 6-1
106381,2005 Aleksandra Wozniak d. Olena Antypina (Ukr) 6–4 6–3
106382,2006 Ioana Raluca Olaru (Rou) d. Carly Gullickson (USA) 6–3 6–1
106383,2007 Sabine Lisicki (Ger) d. María José Argeri (Arg) 6–4 6–4
106384,2008 Alexa Glatch (USA) d. Stéphanie Dubois 6–4 6–3
106385,2009 Camila Giorgi (Ita) d. Anikó Kapros (Hun) 4–6 6–4 6–0
106386,2010 Heather Watson (GB) d. Alizé Lim (Fra) 6–3 6–3
106387,2011 Amra Sadikovic (Sui) d. Gabriela Dabrowski 6–4 6–2
106388,2012 Eugenie Bouchard d. Sharon Fichman 6–1 6–2
106389,2013 Victoria Duval (USA) d. Tímea Babos (Hun) 7–5 retired
106390,2014 Gabriela Dabrowski d. Maria Sanchez (USA) 6–4 2–6 7–6
